Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'COALINDIA.NS')","('High', 'COALINDIA.NS')","('Low', 'COALINDIA.NS')","('Open', 'COALINDIA.NS')","('Volume', 'COALINDIA.NS')","('Date', '')","('Close', 'COALINDIA.NS')","('High', 'COALINDIA.NS')","('Low', 'COALINDIA.NS')","('Open', 'COALINDIA.NS')","('Volume', 'COALINDIA.NS')"
2020-10-12,72.63220977783203,111.3499984741211,115.5,109.5500030517578,115.3000030517578,65027884.0,,,,,,,,,,,,
2020-10-19,76.77423858642578,117.6999969482422,118.1999969482422,111.25,112.5,80617170.0,,,,,,,,,,,,
2020-10-26,74.49122619628906,114.1999969482422,117.9000015258789,110.5500030517578,117.9000015258789,60782735.0,,,,,,,,,,,,
2020-11-02,79.44860076904297,121.8000030517578,122.4000015258789,113.5500030517578,114.5999984741211,66301868.0,,,,,,,,,,,,
2020-11-09,82.90573120117188,127.0999984741211,127.5,120.6500015258789,122.9000015258789,109941172.0,,,,,,,,,,,,
2020-11-16,79.22030639648438,121.4499969482422,129.3000030517578,120.1500015258789,125.9000015258789,86073605.0,,,,,,,,,,,,
2020-11-23,86.98130798339844,125.5500030517578,127.4000015258789,119.75,121.25,97273524.0,,,,,,,,,,,,
2020-11-30,92.3505401611328,133.3000030517578,134.9499969482422,124.6999969482422,125.5500030517578,75213503.0,,,,,,,,,,,,
2020-12-07,95.7799072265625,138.25,140.6999969482422,132.8000030517578,133.3000030517578,96835014.0,,,,,,,,,,,,
2020-12-14,98.17007446289062,141.6999969482422,146.0,139.10000610351562,139.64999389648438,96504783.0,,,,,,,,,,,,
2020-12-21,94.39429473876952,136.25,141.5,129.35000610351562,141.39999389648438,61999716.0,,,,,,,,,,,,
2020-12-28,93.77075958251952,135.35000610351562,139.89999389648438,134.1999969482422,139.89999389648438,72781950.0,,,,,,,,,,,,
2021-01-04,96.78446197509766,139.6999969482422,140.9499969482422,133.8000030517578,136.85000610351562,83437528.0,,,,,,,,,,,,
2021-01-11,99.24390411376952,143.25,148.8000030517578,140.3000030517578,140.5,99780989.0,,,,,,,,,,,,
2021-01-18,92.28125,133.1999969482422,143.89999389648438,132.5,143.3000030517578,63496888.0,,,,,,,,,,,,
2021-01-25,87.22379302978516,125.9000015258789,135.5,125.25,134.89999389648438,49034767.0,,,,,,,,,,,,
2021-02-01,97.58119201660156,140.85000610351562,144.3000030517578,125.8499984741211,126.4000015258789,104459111.0,,,,,,,,,,,,
2021-02-08,92.73158264160156,133.85000610351562,143.4499969482422,132.75,141.0500030517578,59703744.0,,,,,,,,,,,,
2021-02-15,96.4727020263672,139.25,143.1999969482422,132.0,134.5,76256967.0,,,,,,,,,,,,
2021-02-22,105.4444808959961,152.1999969482422,163.0,135.10000610351562,138.85000610351562,258052115.0,,,,,,,,,,,,
2021-03-01,104.68243408203124,151.10000610351562,157.3000030517578,149.6999969482422,155.5,91967987.0,,,,,,,,,,,,
2021-03-08,104.2667236328125,150.5,156.0,148.5,153.89999389648438,58973509.0,,,,,,,,,,,,
2021-03-15,94.42893981933594,136.3000030517578,148.0500030517578,133.5,146.4499969482422,90891913.0,,,,,,,,,,,,
2021-03-22,92.87263488769533,129.60000610351562,137.60000610351562,127.0500030517578,137.60000610351562,59302048.0,,,,,,,,,,,,
2021-03-29,94.6999740600586,132.14999389648438,134.4499969482422,129.60000610351562,129.60000610351562,41709043.0,,,,,,,,,,,,
2021-04-05,92.80097198486328,129.5,133.75,128.0500030517578,131.89999389648438,40839570.0,,,,,,,,,,,,
2021-04-12,91.61856842041016,127.8499984741211,130.8000030517578,123.5999984741211,128.0,38426995.0,,,,,,,,,,,,
2021-04-19,90.40031433105467,126.1500015258789,127.25,123.4000015258789,125.5999984741211,32378376.0,,,,,,,,,,,,
2021-04-26,95.3449249267578,133.0500030517578,134.60000610351562,126.5,127.75,50899446.0,,,,,,,,,,,,
2021-05-03,98.06804656982422,136.85000610351562,138.0,131.1999969482422,133.0,45344298.0,,,,,,,,,,,,
2021-05-10,105.19832611083984,146.8000030517578,159.6999969482422,137.10000610351562,137.10000610351562,177779764.0,,,,,,,,,,,,
2021-05-17,105.48495483398438,147.1999969482422,152.5,144.0,147.0,87364648.0,,,,,,,,,,,,
2021-05-24,105.26998138427734,146.89999389648438,150.0,144.10000610351562,148.10000610351562,75106240.0,,,,,,,,,,,,
2021-05-31,109.71294403076172,153.10000610351562,154.39999389648438,145.0500030517578,147.0500030517578,70494066.0,,,,,,,,,,,,
2021-06-07,116.55656433105467,162.64999389648438,165.0,152.8000030517578,156.0,147576816.0,,,,,,,,,,,,
2021-06-14,104.91165924072266,146.39999389648438,164.0,145.10000610351562,164.0,115696478.0,,,,,,,,,,,,
2021-06-21,106.59569549560548,148.75,150.60000610351562,143.5,146.0,55845638.0,,,,,,,,,,,,
2021-06-28,105.80742645263672,147.64999389648438,149.0,143.9499969482422,147.10000610351562,69187574.0,,,,,,,,,,,,
2021-07-05,105.1266632080078,146.6999969482422,150.6999969482422,145.3000030517578,148.0,43361387.0,,,,,,,,,,,,
2021-07-12,104.30255889892578,145.5500030517578,149.39999389648438,145.3000030517578,146.8000030517578,35021653.0,,,,,,,,,,,,
2021-07-19,103.2634735107422,144.10000610351562,146.39999389648438,141.6999969482422,145.0,19622799.0,,,,,,,,,,,,
2021-07-26,102.690185546875,143.3000030517578,145.5,141.0500030517578,144.0,35267677.0,,,,,,,,,,,,
2021-08-02,104.69668579101562,146.10000610351562,148.4499969482422,142.1999969482422,144.3000030517578,37702073.0,,,,,,,,,,,,
2021-08-09,103.01266479492188,143.75,147.85000610351562,140.75,147.5,52506195.0,,,,,,,,,,,,
2021-08-16,97.17229461669922,135.60000610351562,144.14999389648438,135.0,143.8000030517578,35505230.0,,,,,,,,,,,,
2021-08-23,99.28630065917967,138.5500030517578,139.39999389648438,132.75,136.3000030517578,34302716.0,,,,,,,,,,,,
2021-08-30,104.87583923339844,146.35000610351562,147.14999389648438,138.60000610351562,138.60000610351562,54573100.0,,,,,,,,,,,,
2021-09-06,109.17388153076172,148.64999389648438,150.9499969482422,144.3000030517578,147.8000030517578,36580739.0,,,,,,,,,,,,
2021-09-13,115.08610534667967,156.6999969482422,163.3000030517578,149.3000030517578,149.60000610351562,104826569.0,,,,,,,,,,,,
2021-09-20,121.98983764648438,166.10000610351562,170.0,152.8000030517578,155.89999389648438,93707402.0,,,,,,,,,,,,
2021-09-27,138.5880584716797,188.6999969482422,197.0,165.35000610351562,167.0,226090520.0,,,,,,,,,,,,
2021-10-04,138.40444946289062,188.4499969482422,203.8000030517578,184.1000061035156,192.5,153123700.0,,,,,,,,,,,,
2021-10-11,134.98931884765625,183.8000030517578,201.0,182.3000030517578,192.0,107089731.0,,,,,,,,,,,,
2021-10-18,129.18728637695312,175.89999389648438,188.9499969482422,175.3000030517578,184.8000030517578,77983196.0,,,,,,,,,,,,
2021-10-25,120.77799987792967,164.4499969482422,177.25,163.3000030517578,176.25,72219390.0,,,,,,,,,,,,
2021-11-01,125.36822509765624,170.6999969482422,173.75,163.8000030517578,165.0,37811855.0,,,,,,,,,,,,
2021-11-08,122.61408233642578,166.9499969482422,174.1999969482422,165.1999969482422,171.0,37178122.0,,,,,,,,,,,,
2021-11-15,112.66246032714844,153.39999389648438,167.60000610351562,153.0,164.25,48364248.0,,,,,,,,,,,,
2021-11-22,114.49855041503906,155.89999389648438,162.8000030517578,149.10000610351562,152.1999969482422,77869096.0,,,,,,,,,,,,
2021-11-29,117.32614135742188,159.75,160.6999969482422,151.35000610351562,155.89999389648438,127164826.0,,,,,,,,,,,,
2021-12-06,111.1201629638672,151.3000030517578,153.75,148.10000610351562,152.0,56207519.0,,,,,,,,,,,,
2021-12-13,113.97950744628906,146.4499969482422,152.8000030517578,146.0,152.8000030517578,40071309.0,,,,,,,,,,,,
2021-12-20,113.55146026611328,145.89999389648438,149.39999389648438,139.14999389648438,145.35000610351562,33180638.0,,,,,,,,,,,,
2021-12-27,113.668212890625,146.0500030517578,149.25,143.89999389648438,145.0,42761377.0,,,,,,,,,,,,
2022-01-03,122.15148162841795,156.9499969482422,157.4499969482422,147.0,147.25,75811803.0,,,,,,,,,,,,
2022-01-10,128.2221221923828,164.75,166.4499969482422,157.0500030517578,157.8000030517578,59143699.0,,,,,,,,,,,,
2022-01-17,123.55240631103516,158.75,168.25,157.5,165.60000610351562,58390939.0,,,,,,,,,,,,
2022-01-24,125.80941009521484,161.64999389648438,165.0,154.3000030517578,158.1999969482422,37702085.0,,,,,,,,,,,,
2022-01-31,124.8365707397461,160.39999389648438,164.60000610351562,158.60000610351562,163.39999389648438,29486159.0,,,,,,,,,,,,
2022-02-07,129.5841064453125,166.5,170.3000030517578,158.35000610351562,160.64999389648438,82931349.0,,,,,,,,,,,,
2022-02-14,130.2067413330078,167.3000030517578,168.25,159.85000610351562,166.10000610351562,67629625.0,,,,,,,,,,,,
2022-02-21,127.21033477783205,163.4499969482422,164.89999389648438,149.0,163.14999389648438,63348506.0,,,,,,,,,,,,
2022-02-28,145.208984375,181.0,197.75,160.5500030517578,162.4499969482422,203665864.0,,,,,,,,,,,,
2022-03-07,145.81065368652344,181.75,192.0,177.0500030517578,185.9499969482422,124007791.0,,,,,,,,,,,,
2022-03-14,141.638916015625,176.5500030517578,182.1499938964844,171.5,181.0,54280791.0,,,,,,,,,,,,
2022-03-21,149.30052185058594,186.1000061035156,188.8999938964844,177.5,177.85000610351562,72743636.0,,,,,,,,,,,,
2022-03-28,149.3406219482422,186.1499938964844,193.6999969482422,181.6499938964844,186.1000061035156,62993985.0,,,,,,,,,,,,
2022-04-04,156.07958984375,194.5500030517578,198.8000030517578,184.6000061035156,185.5,105149337.0,,,,,,,,,,,,
2022-04-11,149.70164489746094,186.6000061035156,198.0,184.3000030517578,194.5,45518202.0,,,,,,,,,,,,
2022-04-18,162.17674255371094,202.1499938964844,209.0,184.6000061035156,186.6000061035156,178441282.0,,,,,,,,,,,,
2022-04-25,146.69313049316406,182.8500061035156,202.1999969482422,181.8999938964844,199.6499938964844,93859716.0,,,,,,,,,,,,
2022-05-02,150.3434295654297,187.3999938964844,191.9499969482422,178.85000610351562,182.6999969482422,66438044.0,,,,,,,,,,,,
2022-05-09,135.34117126464844,168.6999969482422,185.9499969482422,164.64999389648438,185.9499969482422,73153357.0,,,,,,,,,,,,
2022-05-16,149.18016052246094,185.9499969482422,187.5,167.85000610351562,169.5,66716282.0,,,,,,,,,,,,
2022-05-23,145.89089965820312,181.8500061035156,188.6499938964844,177.75,185.9499969482422,63841706.0,,,,,,,,,,,,
2022-05-30,158.0451202392578,197.0,201.0,182.5500030517578,184.0,105807166.0,,,,,,,,,,,,
2022-06-06,159.24851989746094,198.5,201.9499969482422,193.1999969482422,196.5,65344971.0,,,,,,,,,,,,
2022-06-13,146.53268432617188,182.6499938964844,197.3999938964844,179.10000610351562,196.6499938964844,50756540.0,,,,,,,,,,,,
2022-06-20,141.638916015625,176.5500030517578,185.6499938964844,174.75,181.8999938964844,54876857.0,,,,,,,,,,,,
2022-06-27,147.0140380859375,183.25,190.25,176.60000610351562,180.0,59706764.0,,,,,,,,,,,,
2022-07-04,152.2688751220703,189.8000030517578,191.8999938964844,178.0,183.25,44431768.0,,,,,,,,,,,,
2022-07-11,155.15701293945312,193.3999938964844,196.1499938964844,187.8000030517578,188.9499969482422,36240409.0,,,,,,,,,,,,
2022-07-18,158.1253662109375,197.1000061035156,200.3999938964844,193.8500061035156,194.5,34045898.0,,,,,,,,,,,,
2022-07-25,169.47731018066406,211.25,212.4499969482422,194.6000061035156,197.5,47977386.0,,,,,,,,,,,,
2022-08-01,167.23097229003906,208.4499969482422,217.25,205.75,212.5,70472794.0,,,,,,,,,,,,
2022-08-08,177.82083129882812,221.6499938964844,226.8000030517578,207.0500030517578,209.5,68287487.0,,,,,,,,,,,,
2022-08-15,176.62075805664062,217.1499938964844,224.3999938964844,215.6999969482422,221.6499938964844,26980416.0,,,,,,,,,,,,
2022-08-22,187.03173828125,229.9499969482422,232.0,214.0500030517578,215.6000061035156,56311778.0,,,,,,,,,,,,
2022-08-29,186.5030670166016,229.3000030517578,236.8000030517578,221.3999938964844,221.3999938964844,36030218.0,,,,,,,,,,,,
2022-09-05,193.2539520263672,237.6000061035156,240.5,228.5,230.0,39082466.0,,,,,,,,,,,,
2022-09-12,187.9264373779297,231.0500030517578,239.0500030517578,228.0,238.5,50780458.0,,,,,,,,,,,,
2022-09-19,181.2569122314453,222.8500061035156,233.8000030517578,221.0,230.9499969482422,29748029.0,,,,,,,,,,,,
2022-09-26,172.63528442382812,212.25,222.1000061035156,207.8500061035156,221.0,41600329.0,,,,,,,,,,,,
2022-10-03,186.82839965820312,229.6999969482422,234.1000061035156,212.3000030517578,213.0,49697009.0,,,,,,,,,,,,
2022-10-10,192.2372436523437,236.3500061035156,238.9499969482422,224.0,227.0,52736086.0,,,,,,,,,,,,
2022-10-17,194.14862060546875,238.6999969482422,243.0,232.8999938964844,236.3500061035156,40226050.0,,,,,,,,,,,,
2022-10-24,198.7847595214844,244.3999938964844,247.8000030517578,237.9499969482422,240.8999938964844,28206290.0,,,,,,,,,,,,
2022-10-31,200.1267852783203,246.0500030517578,249.6000061035156,241.0,246.0,44418941.0,,,,,,,,,,,,
2022-11-07,205.9830017089844,253.25,263.3999938964844,246.75,247.3000030517578,91902683.0,,,,,,,,,,,,
2022-11-14,186.70640563964844,229.5500030517578,256.25,228.1999969482422,254.5500030517578,60903810.0,,,,,,,,,,,,
2022-11-21,200.3694610595703,231.3999938964844,233.6499938964844,226.6999969482422,229.0,36255281.0,,,,,,,,,,,,
2022-11-28,196.213134765625,226.6000061035156,232.75,224.8999938964844,230.5500030517578,55691678.0,,,,,,,,,,,,
2022-12-05,198.1614227294922,228.8500061035156,232.5,226.5,226.6000061035156,27979968.0,,,,,,,,,,,,
2022-12-12,194.5246124267578,224.6499938964844,234.4499969482422,223.3000030517578,228.3500061035156,30468412.0,,,,,,,,,,,,
2022-12-19,186.21197509765625,215.0500030517578,227.8500061035156,214.1999969482422,224.6499938964844,22849744.0,,,,,,,,,,,,
2022-12-26,194.87098693847656,225.0500030517578,226.4499969482422,214.25,215.0500030517578,17980400.0,,,,,,,,,,,,
2023-01-02,185.51925659179688,214.25,227.1999969482422,212.0,226.75,38456611.0,,,,,,,,,,,,
2023-01-09,186.25526428222656,215.1000061035156,218.5,212.1999969482422,215.3500061035156,30838274.0,,,,,,,,,,,,
2023-01-16,196.5594940185547,227.0,229.25,211.1000061035156,215.5,42684458.0,,,,,,,,,,,,
2023-01-23,192.5763397216797,222.3999938964844,232.0,219.3000030517578,228.5,23016260.0,,,,,,,,,,,,
2023-01-30,189.5456695556641,218.8999938964844,228.3500061035156,214.1499938964844,222.3999938964844,53188585.0,,,,,,,,,,,,
2023-02-06,183.13803100585932,211.5,221.1499938964844,210.9499969482422,219.1999969482422,26304513.0,,,,,,,,,,,,
2023-02-13,192.944076538086,217.5,218.25,209.1499938964844,211.5,42850599.0,,,,,,,,,,,,
2023-02-20,192.5448608398437,217.0500030517578,219.1999969482422,211.6000061035156,217.8500061035156,30513094.0,,,,,,,,,,,,
2023-02-27,197.7787628173828,222.9499969482422,226.4499969482422,212.0,217.0,33849910.0,,,,,,,,,,,,
2023-03-06,199.02069091796875,224.3500061035156,226.9499969482422,221.4499969482422,222.9499969482422,16976446.0,,,,,,,,,,,,
2023-03-13,196.62551879882807,221.6499938964844,225.9499969482422,216.3500061035156,224.1999969482422,33302173.0,,,,,,,,,,,,
2023-03-20,184.9158172607422,208.4499969482422,221.6000061035156,208.0,220.0,29260782.0,,,,,,,,,,,,
2023-03-27,189.5287170410156,213.6499938964844,214.8999938964844,207.6000061035156,208.5,32032922.0,,,,,,,,,,,,
2023-04-03,196.66989135742188,221.6999969482422,224.25,213.8000030517578,214.1000061035156,18835574.0,,,,,,,,,,,,
2023-04-10,200.0408477783203,225.5,229.6499938964844,221.1499938964844,221.4499969482422,16108657.0,,,,,,,,,,,,
2023-04-17,204.07716369628903,230.0500030517578,234.6000061035156,225.3999938964844,225.5,26744150.0,,,,,,,,,,,,
2023-04-24,206.78282165527344,233.1000061035156,234.75,228.0,229.5500030517578,16717911.0,,,,,,,,,,,,
2023-05-01,210.59732055664065,237.3999938964844,238.9499969482422,233.1000061035156,233.1000061035156,18588509.0,,,,,,,,,,,,
2023-05-08,208.5126495361328,235.0500030517578,238.8000030517578,230.0,232.5,25704685.0,,,,,,,,,,,,
2023-05-15,212.8150787353516,239.8999938964844,243.6999969482422,233.8500061035156,234.6000061035156,22525264.0,,,,,,,,,,,,
2023-05-22,214.2344512939453,241.5,242.4499969482422,236.8000030517578,239.3999938964844,14983886.0,,,,,,,,,,,,
2023-05-29,204.8311767578125,230.8999938964844,247.8999938964844,228.1000061035156,241.5500030517578,100365992.0,,,,,,,,,,,,
2023-06-05,201.9481201171875,227.6499938964844,231.5,226.75,230.5,68832433.0,,,,,,,,,,,,
2023-06-12,202.7465057373047,228.5500030517578,230.3000030517578,226.6499938964844,228.25,31752401.0,,,,,,,,,,,,
2023-06-19,200.39569091796875,225.8999938964844,229.6000061035156,224.8000030517578,228.5,28389054.0,,,,,,,,,,,,
2023-06-26,204.9199066162109,231.0,231.3500061035156,223.25,226.0,39791364.0,,,,,,,,,,,,
2023-07-03,207.5811767578125,234.0,236.0,229.8500061035156,231.5,30031683.0,,,,,,,,,,,,
2023-07-10,204.9642639160156,231.0500030517578,237.3000030517578,229.0,235.0,55907366.0,,,,,,,,,,,,
2023-07-17,203.1457061767578,229.0,232.6499938964844,227.5500030517578,231.0,23479026.0,,,,,,,,,,,,
2023-07-24,201.4602203369141,227.1000061035156,232.3500061035156,226.8500061035156,229.0,38711356.0,,,,,,,,,,,,
2023-07-31,207.35943603515625,233.75,243.1499938964844,226.8500061035156,228.5,87510629.0,,,,,,,,,,,,
2023-08-07,208.3795928955078,234.8999938964844,236.8000030517578,229.3000030517578,234.75,72725793.0,,,,,,,,,,,,
2023-08-14,201.7707061767578,227.4499969482422,236.1999969482422,227.0,236.0,23175272.0,,,,,,,,,,,,
2023-08-21,205.53155517578125,227.6999969482422,232.6499938964844,227.0,227.4499969482422,22030196.0,,,,,,,,,,,,
2023-08-28,213.8358459472656,236.8999938964844,237.25,227.5,228.5,35832739.0,,,,,,,,,,,,
2023-09-04,254.63526916503903,282.1000061035156,284.45001220703125,238.1499938964844,238.75,171897578.0,,,,,,,,,,,,
2023-09-11,252.1078643798828,279.29998779296875,284.20001220703125,269.0,284.0,74982403.0,,,,,,,,,,,,
2023-09-18,255.7635803222656,283.3500061035156,288.0,274.45001220703125,279.29998779296875,47133572.0,,,,,,,,,,,,
2023-09-25,266.4598693847656,295.20001220703125,297.5,281.1499938964844,284.29998779296875,54253819.0,,,,,,,,,,,,
2023-10-02,259.7803039550781,287.79998779296875,297.1000061035156,283.8999938964844,295.20001220703125,28115909.0,,,,,,,,,,,,
2023-10-09,277.96856689453125,307.95001220703125,310.8500061035156,283.04998779296875,286.04998779296875,65144584.0,,,,,,,,,,,,
2023-10-16,281.9852905273437,312.3999938964844,319.75,306.54998779296875,307.8500061035156,42945113.0,,,,,,,,,,,,
2023-10-23,283.3844299316406,313.95001220703125,317.1499938964844,302.8999938964844,312.54998779296875,34171648.0,,,,,,,,,,,,
2023-10-30,281.6242370605469,312.0,316.79998779296875,305.8500061035156,315.0,35000621.0,,,,,,,,,,,,
2023-11-06,291.91436767578125,323.3999938964844,326.1499938964844,313.0,313.20001220703125,47541019.0,,,,,,,,,,,,
2023-11-13,311.6370849609375,345.25,359.0,330.29998779296875,333.0,108431185.0,,,,,,,,,,,,
2023-11-20,300.399169921875,332.79998779296875,352.3999938964844,328.8500061035156,348.0,55021135.0,,,,,,,,,,,,
2023-11-27,327.2518920898437,346.6499938964844,351.1000061035156,332.79998779296875,332.79998779296875,52005956.0,,,,,,,,,,,,
2023-12-04,331.3584899902344,351.0,362.5,346.8999938964844,351.1000061035156,75257909.0,,,,,,,,,,,,
2023-12-11,330.4144287109375,350.0,358.6000061035156,343.70001220703125,351.0,55775601.0,,,,,,,,,,,,
2023-12-18,342.9229736328125,363.25,371.7999877929688,342.29998779296875,351.0,84066380.0,,,,,,,,,,,,
2023-12-25,354.95947265625,376.0,382.5,362.3999938964844,363.25,56969648.0,,,,,,,,,,,,
2024-01-01,362.747802734375,384.25,395.8500061035156,377.4500122070313,377.7999877929688,71801376.0,,,,,,,,,,,,
2024-01-08,359.77410888671875,381.1000061035156,388.8999938964844,375.8500061035156,386.4500122070313,45203646.0,,,,,,,,,,,,
2024-01-15,361.8038024902344,383.25,387.8999938964844,368.0,382.5,57039709.0,,,,,,,,,,,,
2024-01-22,367.6096496582031,389.3999938964844,404.7999877929688,373.6499938964844,383.25,52786680.0,,,,,,,,,,,,
2024-01-29,396.3085021972656,419.7999877929688,422.8999938964844,391.5,392.8999938964844,99098182.0,,,,,,,,,,,,
2024-02-05,430.6716003417969,456.2000122070313,468.6000061035156,417.1000061035156,423.25,95497830.0,,,,,,,,,,,,
2024-02-12,453.1397705078125,480.0,487.6000061035156,430.0499877929688,457.0,106746354.0,,,,,,,,,,,,
2024-02-19,419.0598754882813,443.8999938964844,487.4500122070313,427.9500122070313,482.7999877929688,98438917.0,,,,,,,,,,,,
2024-02-26,426.226806640625,446.3500061035156,448.7999877929688,429.6499938964844,443.8999938964844,44930698.0,,,,,,,,,,,,
2024-03-04,437.9245300292969,458.6000061035156,465.3999938964844,444.5499877929688,451.8500061035156,45325487.0,,,,,,,,,,,,
2024-03-11,396.5289001464844,415.25,462.8500061035156,401.2000122070313,461.0,79951693.0,,,,,,,,,,,,
2024-03-18,412.47601318359375,431.9500122070313,436.2000122070313,412.7000122070313,416.0,44212048.0,,,,,,,,,,,,
2024-03-25,414.529052734375,434.1000061035156,440.9500122070313,426.0499877929688,431.9500122070313,37707502.0,,,,,,,,,,,,
2024-04-01,426.79974365234375,446.9500122070313,453.5,434.7999877929688,436.7000122070313,45323198.0,,,,,,,,,,,,
2024-04-08,435.0597839355469,455.6000061035156,463.4500122070313,437.25,449.0,39070609.0,,,,,,,,,,,,
2024-04-15,415.6749572753906,435.2999877929688,456.7999877929688,428.0499877929688,448.9500122070313,31250985.0,,,,,,,,,,,,
2024-04-22,435.250732421875,455.7999877929688,460.4500122070313,438.0,440.8999938964844,36393165.0,,,,,,,,,,,,
