Date,Adj Close,Close,High,Low,Open,Volume,"('Date', '')","('Close', 'RAJESHEXPO.NS')","('High', 'RAJESHEXPO.NS')","('Low', 'RAJESHEXPO.NS')","('Open', 'RAJESHEXPO.NS')","('Volume', 'RAJESHEXPO.NS')","('Date', '')","('Close', 'RAJESHEXPO.NS')","('High', 'RAJESHEXPO.NS')","('Low', 'RAJESHEXPO.NS')","('Open', 'RAJESHEXPO.NS')","('Volume', 'RAJESHEXPO.NS')"
2020-11-30,480.190673828125,482.6499938964844,491.6000061035156,450.3999938964844,450.3999938964844,1226448.0,,,,,,,,,,,,
2020-12-07,474.27099609375,476.7000122070313,499.6000061035156,468.5,486.8999938964844,730633.0,,,,,,,,,,,,
2020-12-14,488.1996765136719,490.7000122070313,496.0,471.2000122070313,480.5,898258.0,,,,,,,,,,,,
2020-12-21,484.7672424316406,487.25,510.5,460.0,492.4500122070313,918832.0,,,,,,,,,,,,
2020-12-28,483.5925598144531,485.0499877929688,505.0,478.0,491.8999938964844,938186.0,,,,,,,,,,,,
2021-01-04,482.8946838378906,484.3500061035156,490.0,468.3500061035156,485.6000061035156,1070215.0,,,,,,,,,,,,
2021-01-11,479.8538208007813,481.2999877929688,489.8500061035156,478.2000122070313,486.5,1319885.0,,,,,,,,,,,,
2021-01-18,483.89166259765625,485.3500061035156,492.5,474.9500122070313,482.0,1199579.0,,,,,,,,,,,,
2021-01-25,476.1150817871094,477.5499877929688,487.7000122070313,472.3500061035156,486.0499877929688,746171.0,,,,,,,,,,,,
2021-02-01,477.1619567871094,478.6000061035156,485.0,475.0,478.5499877929688,1029755.0,,,,,,,,,,,,
2021-02-08,480.6514587402344,482.1000061035156,492.0,477.0,479.6499938964844,1622172.0,,,,,,,,,,,,
2021-02-15,508.6669921875,510.2000122070313,527.0,470.7000122070313,482.1499938964844,2785365.0,,,,,,,,,,,,
2021-02-22,507.0219421386719,508.5499877929688,519.7000122070312,485.2000122070313,519.0,913525.0,,,,,,,,,,,,
2021-03-01,502.1865234375,503.7000122070313,537.0,502.1000061035156,512.0,812874.0,,,,,,,,,,,,
2021-03-08,519.6339721679688,521.2000122070312,525.0,500.0,507.4500122070313,997682.0,,,,,,,,,,,,
2021-03-15,476.4640502929688,477.8999938964844,527.25,473.0499877929688,524.25,2912442.0,,,,,,,,,,,,
2021-03-22,474.1709899902344,475.6000061035156,482.0,470.8999938964844,477.0,1245232.0,,,,,,,,,,,,
2021-03-29,490.8706665039063,492.3500061035156,495.6499938964844,473.0,475.6000061035156,467362.0,,,,,,,,,,,,
2021-04-05,515.1474609375,516.7000122070312,576.2000122070312,475.25,486.7999877929688,1634586.0,,,,,,,,,,,,
2021-04-12,499.9931335449219,501.5,509.9500122070313,485.8999938964844,509.8999938964844,457199.0,,,,,,,,,,,,
2021-04-19,504.5294494628906,506.0499877929688,511.4500122070313,485.0499877929688,494.3500061035156,428282.0,,,,,,,,,,,,
2021-04-26,519.9330444335938,521.5,545.0,506.0499877929688,506.0499877929688,1245340.0,,,,,,,,,,,,
2021-05-03,508.6171569824219,510.1499938964844,533.9000244140625,500.0,524.2000122070312,838316.0,,,,,,,,,,,,
2021-05-10,513.00390625,514.5499877929688,522.0,510.0499877929688,513.9000244140625,664480.0,,,,,,,,,,,,
2021-05-17,514.8982543945312,516.4500122070312,552.5999755859375,510.3500061035156,516.6500244140625,1768451.0,,,,,,,,,,,,
2021-05-24,516.1942749023438,517.75,529.75,515.2000122070312,518.0,2182594.0,,,,,,,,,,,,
2021-05-31,536.7822875976562,538.4000244140625,540.6500244140625,516.5,520.25,1756410.0,,,,,,,,,,,,
2021-06-07,560.3113403320312,562.0,587.4000244140625,540.0,544.0999755859375,1639970.0,,,,,,,,,,,,
2021-06-14,603.0325317382812,604.8499755859375,638.0,555.5,565.9000244140625,2894584.0,,,,,,,,,,,,
2021-06-21,565.4957275390625,567.2000122070312,611.6500244140625,557.9000244140625,603.7999877929688,1555007.0,,,,,,,,,,,,
2021-06-28,570.6302490234375,572.3499755859375,584.7999877929688,561.4500122070312,576.9000244140625,954371.0,,,,,,,,,,,,
2021-07-05,578.5065307617188,580.25,605.75,573.0,575.3499755859375,2476502.0,,,,,,,,,,,,
2021-07-12,574.1197509765625,575.8499755859375,599.0,573.8499755859375,582.1500244140625,3704916.0,,,,,,,,,,,,
2021-07-19,578.7557373046875,580.5,586.4000244140625,572.0,575.8499755859375,1317527.0,,,,,,,,,,,,
2021-07-26,618.0872802734375,619.9500122070312,624.0,580.1500244140625,582.4000244140625,1431047.0,,,,,,,,,,,,
2021-08-02,607.6187744140625,609.4500122070312,624.4500122070312,607.0999755859375,624.4500122070312,975647.0,,,,,,,,,,,,
2021-08-09,607.51904296875,609.3499755859375,657.75,605.25,613.0499877929688,1355146.0,,,,,,,,,,,,
2021-08-16,611.4571533203125,613.2999877929688,619.2000122070312,588.0499877929688,611.9000244140625,1337487.0,,,,,,,,,,,,
2021-08-23,587.6788940429688,589.4500122070312,627.9000244140625,586.0,619.0,1344263.0,,,,,,,,,,,,
2021-08-30,580.7996215820312,582.5499877929688,592.9000244140625,575.6500244140625,590.0499877929688,574684.0,,,,,,,,,,,,
2021-09-06,610.0614624023438,611.9000244140625,620.0,583.0,583.7000122070312,425538.0,,,,,,,,,,,,
2021-09-13,579.90234375,581.6500244140625,634.0,577.0,612.4500122070312,1215085.0,,,,,,,,,,,,
2021-09-20,588.2770385742188,590.0499877929688,594.7000122070312,565.2000122070312,578.0,2297227.0,,,,,,,,,,,,
2021-09-27,584.2891235351562,586.0499877929688,599.7000122070312,583.5999755859375,595.0,814216.0,,,,,,,,,,,,
2021-10-04,615.1461181640625,617.0,624.7000122070312,587.2000122070312,588.2999877929688,670474.0,,,,,,,,,,,,
2021-10-11,644.6571044921875,646.5999755859375,669.7000122070312,602.0999755859375,619.5999755859375,686849.0,,,,,,,,,,,,
2021-10-18,633.5905151367188,635.5,650.6500244140625,619.7000122070312,646.9000244140625,1040227.0,,,,,,,,,,,,
2021-10-25,636.3322143554688,638.25,653.0499877929688,631.25,637.4000244140625,1219778.0,,,,,,,,,,,,
2021-11-01,636.382080078125,638.2999877929688,647.5499877929688,637.0499877929688,640.1500244140625,901559.0,,,,,,,,,,,,
2021-11-08,645.006103515625,646.9500122070312,655.4000244140625,637.0,638.0,2848187.0,,,,,,,,,,,,
2021-11-15,717.1387329101562,719.2999877929688,750.0,640.0,652.25,4118992.0,,,,,,,,,,,,
2021-11-22,703.2804565429688,705.4000244140625,784.8499755859375,697.6500244140625,725.5,1848363.0,,,,,,,,,,,,
2021-11-29,744.8053588867188,747.0499877929688,798.0,691.0,691.5,4236934.0,,,,,,,,,,,,
2021-12-06,754.2269287109375,756.5,774.4500122070312,739.25,751.7999877929688,1730251.0,,,,,,,,,,,,
2021-12-13,741.9639282226562,744.2000122070312,776.4500122070312,736.0,757.0,2178871.0,,,,,,,,,,,,
2021-12-20,744.1989135742188,745.4500122070312,763.5,732.5,741.5999755859375,2352769.0,,,,,,,,,,,,
2021-12-27,736.2123413085938,737.4500122070312,759.4500122070312,730.0499877929688,746.8499755859375,1341864.0,,,,,,,,,,,,
2022-01-03,820.6703491210938,822.0499877929688,867.0,739.9000244140625,739.9000244140625,4578545.0,,,,,,,,,,,,
2022-01-10,848.9228515625,850.3499755859375,865.9500122070312,813.0,824.8499755859375,1398593.0,,,,,,,,,,,,
2022-01-17,842.9329223632812,844.3499755859375,994.7000122070312,835.5999755859375,849.25,4503651.0,,,,,,,,,,,,
2022-01-24,798.2081298828125,799.5499877929688,869.9500122070312,782.5,844.4000244140625,800820.0,,,,,,,,,,,,
2022-01-31,808.6904907226562,810.0499877929688,852.9500122070312,805.0,807.7000122070312,607248.0,,,,,,,,,,,,
2022-02-07,882.8158569335938,884.2999877929688,909.4500122070312,792.5499877929688,810.75,911320.0,,,,,,,,,,,,
2022-02-14,810.1380615234375,811.5,884.0,787.5,879.9000244140625,557377.0,,,,,,,,,,,,
2022-02-21,700.8218383789062,702.0,828.0,695.5,816.3499755859375,1045258.0,,,,,,,,,,,,
2022-02-28,722.5353393554688,723.75,744.9500122070312,677.5,688.0,845015.0,,,,,,,,,,,,
2022-03-07,708.6087646484375,709.7999877929688,736.4500122070312,688.0,710.9500122070312,495910.0,,,,,,,,,,,,
2022-03-14,727.4271240234375,728.6500244140625,785.7999877929688,690.0,714.9500122070312,1112267.0,,,,,,,,,,,,
2022-03-21,683.6506958007812,684.7999877929688,737.0,680.0,728.6500244140625,915489.0,,,,,,,,,,,,
2022-03-28,687.3944091796875,688.5499877929688,699.4000244140625,659.5,695.0,779897.0,,,,,,,,,,,,
2022-04-04,647.1121215820312,648.2000122070312,697.0,642.0499877929688,693.5499877929688,849395.0,,,,,,,,,,,,
2022-04-11,640.3235473632812,641.4000244140625,666.0,636.0,652.7000122070312,904473.0,,,,,,,,,,,,
2022-04-18,645.4149780273438,646.5,661.3499755859375,628.0,644.0,418077.0,,,,,,,,,,,,
2022-04-25,627.9942626953125,629.0499877929688,669.0,616.0,642.0499877929688,953780.0,,,,,,,,,,,,
2022-05-02,587.46240234375,588.4500122070312,633.0,584.5,619.0,252639.0,,,,,,,,,,,,
2022-05-09,587.562255859375,588.5499877929688,606.1500244140625,562.0,584.5,375034.0,,,,,,,,,,,,
2022-05-16,571.7887573242188,572.75,616.8499755859375,570.0,591.5,250468.0,,,,,,,,,,,,
2022-05-23,552.121826171875,553.0499877929688,601.75,541.0,575.9500122070312,521947.0,,,,,,,,,,,,
2022-05-30,541.5895385742188,542.5,579.5,536.0,557.75,712290.0,,,,,,,,,,,,
2022-06-06,521.82275390625,522.7000122070312,545.0,518.5,545.0,431397.0,,,,,,,,,,,,
2022-06-13,563.1033325195312,564.0499877929688,573.9000244140625,520.0999755859375,526.0,4880935.0,,,,,,,,,,,,
2022-06-20,572.787109375,573.75,604.5,544.0,555.5999755859375,1443911.0,,,,,,,,,,,,
2022-06-27,620.2073364257812,621.25,649.5999755859375,570.4500122070312,580.3499755859375,1235165.0,,,,,,,,,,,,
2022-07-04,591.9548950195312,592.9500122070312,633.2999877929688,587.0,625.0,525813.0,,,,,,,,,,,,
2022-07-11,588.8600463867188,589.8499755859375,621.0,567.3499755859375,588.4500122070312,706073.0,,,,,,,,,,,,
2022-07-18,581.77197265625,582.75,595.9500122070312,580.2999877929688,590.0,419711.0,,,,,,,,,,,,
2022-07-25,592.3042602539062,593.2999877929688,624.0999755859375,579.0,585.0,505795.0,,,,,,,,,,,,
2022-08-01,617.9611206054688,619.0,633.5,596.0,598.0,718839.0,,,,,,,,,,,,
2022-08-08,604.6834716796875,605.7000122070312,622.75,576.0,622.0999755859375,802753.0,,,,,,,,,,,,
2022-08-15,595.448974609375,596.4500122070312,621.9000244140625,593.0499877929688,605.7000122070312,424329.0,,,,,,,,,,,,
2022-08-22,596.1478271484375,597.1500244140625,610.0999755859375,588.6500244140625,596.0,273448.0,,,,,,,,,,,,
2022-08-29,584.2178955078125,585.2000122070312,596.5999755859375,578.0999755859375,591.5,285303.0,,,,,,,,,,,,
2022-09-05,578.377685546875,579.3499755859375,589.0,576.0,587.9500122070312,234790.0,,,,,,,,,,,,
2022-09-12,577.928466796875,578.9000244140625,615.0,548.2999877929688,582.25,1108464.0,,,,,,,,,,,,
2022-09-19,583.6688232421875,584.6500244140625,610.0,568.0999755859375,578.9000244140625,871342.0,,,,,,,,,,,,
2022-09-26,578.7999877929688,578.7999877929688,635.0,571.0,579.3499755859375,1299027.0,,,,,,,,,,,,
2022-10-03,606.5999755859375,606.5999755859375,628.9500122070312,562.5999755859375,579.0,800382.0,,,,,,,,,,,,
2022-10-10,694.2000122070312,694.2000122070312,704.5,595.0,600.0,2569440.0,,,,,,,,,,,,
2022-10-17,679.4500122070312,679.4500122070312,716.0,669.0,685.0,1679801.0,,,,,,,,,,,,
2022-10-24,660.5999755859375,660.5999755859375,682.75,637.5999755859375,680.0,434018.0,,,,,,,,,,,,
2022-10-31,747.6500244140625,747.6500244140625,769.4000244140625,662.0499877929688,663.9500122070312,2108477.0,,,,,,,,,,,,
2022-11-07,777.5499877929688,777.5499877929688,809.0,720.0,738.0,1447299.0,,,,,,,,,,,,
2022-11-14,757.25,757.25,789.7000122070312,714.25,773.0999755859375,1052130.0,,,,,,,,,,,,
2022-11-21,722.0499877929688,722.0499877929688,754.7999877929688,663.0499877929688,744.75,1879320.0,,,,,,,,,,,,
2022-11-28,727.2999877929688,727.2999877929688,790.3499755859375,706.6500244140625,720.0,3111991.0,,,,,,,,,,,,
2022-12-05,716.9000244140625,716.9000244140625,751.4500122070312,688.0499877929688,725.9000244140625,1723679.0,,,,,,,,,,,,
2022-12-12,802.8499755859375,802.8499755859375,810.0,702.0,718.5999755859375,3002435.0,,,,,,,,,,,,
2022-12-19,636.0999755859375,636.0999755859375,824.7999877929688,626.0499877929688,818.0,1367810.0,,,,,,,,,,,,
2022-12-26,731.7000122070312,731.7000122070312,742.0,635.0999755859375,645.0,1020645.0,,,,,,,,,,,,
2023-01-02,796.5499877929688,796.5499877929688,822.0,705.5999755859375,732.9500122070312,2511616.0,,,,,,,,,,,,
2023-01-09,802.1500244140625,802.1500244140625,835.0,777.0,796.5999755859375,2345774.0,,,,,,,,,,,,
2023-01-16,875.4500122070312,875.4500122070312,890.0,795.0,805.1500244140625,2272338.0,,,,,,,,,,,,
2023-01-23,841.7999877929688,841.7999877929688,883.9500122070312,815.7000122070312,882.7999877929688,1760568.0,,,,,,,,,,,,
2023-01-30,946.8499755859376,946.8499755859376,977.0,822.0,833.9000244140625,2604231.0,,,,,,,,,,,,
2023-02-06,855.2000122070312,855.2000122070312,1029.699951171875,815.0,947.0,3062735.0,,,,,,,,,,,,
2023-02-13,763.75,763.75,847.7000122070312,748.0499877929688,847.7000122070312,2614133.0,,,,,,,,,,,,
2023-02-20,693.6500244140625,693.6500244140625,778.1500244140625,669.0,765.9000244140625,1610962.0,,,,,,,,,,,,
2023-02-27,628.9000244140625,628.9000244140625,707.9500122070312,620.0999755859375,693.6500244140625,2304140.0,,,,,,,,,,,,
2023-03-06,625.5499877929688,625.5499877929688,645.5,612.0,628.0,1210979.0,,,,,,,,,,,,
2023-03-13,625.0499877929688,625.0499877929688,640.0,586.2000122070312,628.5,1145863.0,,,,,,,,,,,,
2023-03-20,623.9000244140625,623.9000244140625,659.7000122070312,615.0,625.0499877929688,1180128.0,,,,,,,,,,,,
2023-03-27,610.0999755859375,610.0999755859375,625.0,592.8499755859375,623.7999877929688,578549.0,,,,,,,,,,,,
2023-04-03,626.9500122070312,626.9500122070312,638.9000244140625,606.0,610.1500244140625,328283.0,,,,,,,,,,,,
2023-04-10,585.4000244140625,585.4000244140625,638.0,583.0,632.1500244140625,851107.0,,,,,,,,,,,,
2023-04-17,557.75,557.75,599.0,554.4000244140625,592.9000244140625,2451310.0,,,,,,,,,,,,
2023-04-24,557.9500122070312,557.9500122070312,571.75,541.5999755859375,561.0999755859375,2576523.0,,,,,,,,,,,,
2023-05-01,594.7000122070312,594.7000122070312,605.0,542.3499755859375,557.9500122070312,2740061.0,,,,,,,,,,,,
2023-05-08,606.7999877929688,606.7999877929688,619.7000122070312,575.0,596.25,2025665.0,,,,,,,,,,,,
2023-05-15,579.9000244140625,579.9000244140625,609.7000122070312,565.0,605.8499755859375,1503728.0,,,,,,,,,,,,
2023-05-22,572.0499877929688,572.0499877929688,585.0,555.0,579.9000244140625,1601501.0,,,,,,,,,,,,
2023-05-29,578.9000244140625,578.9000244140625,586.0,551.25,574.0499877929688,3426058.0,,,,,,,,,,,,
2023-06-05,570.5999755859375,570.5999755859375,618.0,568.5,581.7999877929688,5425534.0,,,,,,,,,,,,
2023-06-12,620.5499877929688,620.5499877929688,669.2999877929688,564.0,574.0,11645525.0,,,,,,,,,,,,
2023-06-19,544.6500244140625,544.6500244140625,639.8499755859375,542.0,639.0,22279935.0,,,,,,,,,,,,
2023-06-26,547.4000244140625,547.4000244140625,569.7999877929688,540.5999755859375,548.25,12409300.0,,,,,,,,,,,,
2023-07-03,526.7000122070312,526.7000122070312,564.0,514.2000122070312,551.9500122070312,12159489.0,,,,,,,,,,,,
2023-07-10,525.3499755859375,525.3499755859375,545.0,514.9000244140625,530.0,12703428.0,,,,,,,,,,,,
2023-07-17,514.5499877929688,514.5499877929688,531.8499755859375,506.1499938964844,525.7000122070312,10102800.0,,,,,,,,,,,,
2023-07-24,511.75,511.75,529.0,504.1000061035156,514.25,6290134.0,,,,,,,,,,,,
2023-07-31,509.0,509.0,533.7000122070312,507.5499877929688,517.0999755859375,9621942.0,,,,,,,,,,,,
2023-08-07,526.8499755859375,526.8499755859375,544.0,503.6499938964844,510.5,14493347.0,,,,,,,,,,,,
2023-08-14,547.7999877929688,547.7999877929688,557.0,517.5,529.7000122070312,4536856.0,,,,,,,,,,,,
2023-08-21,514.1500244140625,514.1500244140625,560.0,511.1000061035156,551.2999877929688,10680807.0,,,,,,,,,,,,
2023-08-28,500.0499877929688,500.0499877929688,517.5,482.6000061035156,514.9500122070312,10005281.0,,,,,,,,,,,,
2023-09-04,518.1500244140625,518.1500244140625,520.9000244140625,504.7000122070313,504.8999938964844,2716721.0,,,,,,,,,,,,
2023-09-11,528.8499755859375,528.8499755859375,533.0,502.2999877929688,520.0,3546988.0,,,,,,,,,,,,
2023-09-18,510.75,510.75,530.0,506.2999877929688,528.9500122070312,1533030.0,,,,,,,,,,,,
2023-09-25,502.1000061035156,502.1000061035156,514.9500122070312,501.0,511.0,1511741.0,,,,,,,,,,,,
2023-10-02,496.9500122070313,496.9500122070313,509.8500061035156,496.0,502.1000061035156,2351553.0,,,,,,,,,,,,
2023-10-09,445.6000061035156,445.6000061035156,496.0,444.7999877929688,496.0,16124516.0,,,,,,,,,,,,
2023-10-16,436.9500122070313,436.9500122070313,473.0,433.2000122070313,447.0,26037173.0,,,,,,,,,,,,
2023-10-23,453.0,453.0,454.7000122070313,413.5,440.0499877929688,6639844.0,,,,,,,,,,,,
2023-10-30,437.75,437.75,455.0499877929688,437.0,455.0,2205498.0,,,,,,,,,,,,
2023-11-06,434.6000061035156,434.6000061035156,441.0,428.5,439.3999938964844,1559722.0,,,,,,,,,,,,
2023-11-13,377.8999938964844,377.8999938964844,444.0,376.1499938964844,443.9500122070313,8464670.0,,,,,,,,,,,,
2023-11-20,353.54998779296875,353.54998779296875,374.0,334.04998779296875,370.5,17723048.0,,,,,,,,,,,,
2023-11-27,355.1000061035156,355.1000061035156,362.0,341.75,353.54998779296875,4632062.0,,,,,,,,,,,,
2023-12-04,357.70001220703125,357.70001220703125,365.5,345.45001220703125,361.0,5910889.0,,,,,,,,,,,,
2023-12-11,366.1000061035156,366.1000061035156,374.2000122070313,348.5,359.3999938964844,3635531.0,,,,,,,,,,,,
2023-12-18,359.1499938964844,359.1499938964844,402.6000061035156,346.5,377.2000122070313,21182873.0,,,,,,,,,,,,
2023-12-25,366.5499877929688,366.5499877929688,368.25,356.20001220703125,359.1499938964844,2573728.0,,,,,,,,,,,,
2024-01-01,374.4500122070313,374.4500122070313,379.8500061035156,366.6499938964844,367.0,3847416.0,,,,,,,,,,,,
2024-01-08,370.5499877929688,370.5499877929688,379.7000122070313,367.2999877929688,375.3999938964844,2601705.0,,,,,,,,,,,,
2024-01-15,362.0499877929688,362.0499877929688,374.5499877929688,349.5,374.5499877929688,2350678.0,,,,,,,,,,,,
2024-01-22,351.3500061035156,351.3500061035156,368.5,350.5,362.0499877929688,1426753.0,,,,,,,,,,,,
2024-01-29,353.0,353.0,367.7999877929688,351.0,352.79998779296875,2480754.0,,,,,,,,,,,,
2024-02-05,349.5,349.5,356.75,347.1000061035156,353.0,1990053.0,,,,,,,,,,,,
2024-02-12,303.8999938964844,303.8999938964844,352.75,300.29998779296875,349.5,6343059.0,,,,,,,,,,,,
2024-02-19,331.6000061035156,331.6000061035156,359.79998779296875,305.0,306.0,14111894.0,,,,,,,,,,,,
2024-02-26,311.95001220703125,311.95001220703125,334.6000061035156,307.0,332.95001220703125,2993168.0,,,,,,,,,,,,
2024-03-04,317.70001220703125,317.70001220703125,330.75,312.0,323.0,3314419.0,,,,,,,,,,,,
2024-03-11,289.29998779296875,289.29998779296875,319.79998779296875,280.0,318.0,5961086.0,,,,,,,,,,,,
2024-03-18,284.75,284.75,305.5,282.0,293.1000061035156,3070815.0,,,,,,,,,,,,
2024-03-25,263.54998779296875,263.54998779296875,286.20001220703125,261.0,284.75,4386145.0,,,,,,,,,,,,
2024-04-01,307.45001220703125,307.45001220703125,312.6000061035156,265.8999938964844,267.0,5899332.0,,,,,,,,,,,,
2024-04-08,298.3999938964844,298.3999938964844,313.75,296.1499938964844,310.0,1933321.0,,,,,,,,,,,,
2024-04-15,286.3500061035156,286.3500061035156,299.54998779296875,284.54998779296875,290.04998779296875,2102857.0,,,,,,,,,,,,
2024-04-22,318.8500061035156,318.8500061035156,325.70001220703125,290.0,291.0,6368323.0,,,,,,,,,,,,
2024-04-29,309.6000061035156,309.6000061035156,332.95001220703125,308.25,322.5,2006167.0,,,,,,,,,,,,
2024-05-06,304.3500061035156,304.3500061035156,311.1000061035156,289.04998779296875,310.04998779296875,2022916.0,,,,,,,,,,,,
2024-05-13,303.3500061035156,303.3500061035156,309.70001220703125,295.0,307.1499938964844,1492507.0,,,,,,,,,,,,
2024-05-20,302.75,302.75,306.95001220703125,298.04998779296875,303.3500061035156,1013058.0,,,,,,,,,,,,
2024-05-27,296.5,296.5,306.5,282.45001220703125,304.95001220703125,2918545.0,,,,,,,,,,,,
2024-06-03,279.54998779296875,279.54998779296875,303.95001220703125,262.3999938964844,300.0,4361878.0,,,,,,,,,,,,
2024-06-10,290.8999938964844,290.8999938964844,294.0,280.79998779296875,283.0,1899098.0,,,,,,,,,,,,
2024-06-17,288.70001220703125,288.70001220703125,298.25,284.04998779296875,290.8999938964844,1997280.0,,,,,,,,,,,,
